1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
1	26
2	27
3	28
4	29
5	30
6	31
7	32
8	33
9	34
10	35
11	36
12	37
13	38
14	39
15	40
16	41
17	42
18	43
19	44
20	45
21	46
22	47
23	48
24	49
25	50
31	51	52
32	53	52
41	54	55
42	56	55
28	57	58
29	59	58
38	60	61
39	62	61
48	63	64
49	65	64
26	66
27	67
30	68
33	69
34	70
35	71
36	72
37	73
40	74
43	75
44	76
45	77
46	78
47	79
50	80
66	81	82
67	83	82
72	84	85
73	86	85
78	87	88
79	89	88
69	90	91
70	92	91
75	93	94
76	95	94
51	96
53	97
54	98
56	99
57	100
59	101
60	102
62	103
63	104
65	105
98	106	107
87	108	107
97	109	110
86	111	110
93	112	113
104	114	113
92	115	116
103	117	116
77	118	119
80	120	119
81	121
83	122
84	123
89	124
90	125
95	126
121	127
122	128
100	129
101	130
68	131
96	132
109	133
125	134
115	135
71	136
123	137
111	138
102	139
117	140
74	141
106	142
99	143
112	144
126	145
118	146
108	147
124	148
114	149
105	150
120	151
127
128
129
130
131
132
133
134
135
136
137
138
139
140
141
142
143
144
145
146
147
148
149
150
151
